"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"North South Government Strategies","$80000","Council of Development Finance Agencies"," Eric Silva ","Revolving Door Profiles","Non Former Members of Congress"
