"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Husch Blackwell Strategies","$80000","Franklin Savings Bank"," Adam Sachs ","Revolving Door Profiles","Non Former Members of Congress"
