"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Pace LLP","$320000","Hilltop Holdings"," Ross Arnett ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$320000","Hilltop Holdings"," Scott H Lane ","Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$320000","Hilltop Holdings"," James W Wise ","No Revolving Door Profiles","Non Former Members of Congress"
