"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"DCI Group","$0","Raiffeisen Bank International"," Ryan Grillo ","Revolving Door Profiles","Non Former Members of Congress"
