"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cogent Strategies","$160000","Wells Fargo"," Randall Gerard ","Revolving Door Profiles","Non Former Members of Congress"
"Cogent Strategies","$160000","Wells Fargo"," Dave Oxner ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Street Strategies","$200000","Wells Fargo"," Paul Brathwaite ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Street Strategies","$200000","Wells Fargo"," Derron Parks ","Revolving Door Profiles","Non Former Members of Congress"
"Lugar Hellmann Group","$200000","Wells Fargo"," Ralph Hellmann ","Revolving Door Profiles","Non Former Members of Congress"
"Lugar Hellmann Group","$200000","Wells Fargo"," Dave Lugar ","No Revolving Door Profiles","Non Former Members of Congress"
"North South Government Strategies","$200000","Wells Fargo"," John D McMickle ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$360000","Wells Fargo"," Dean Aguillen ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$360000","Wells Fargo"," Dee Buchanan ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$360000","Wells Fargo"," Tony Bullock ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$360000","Wells Fargo"," Moses Mercado ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$360000","Wells Fargo"," Gordon Taylor ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$360000","Wells Fargo"," Karissa Willhite ","Revolving Door Profiles","Non Former Members of Congress"
"Resolution Public Affairs","$170000","Wells Fargo"," Lea Fisher Sulkala ","Revolving Door Profiles","Non Former Members of Congress"
"Resolution Public Affairs","$170000","Wells Fargo"," Heather McHugh ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," Sanders Adu ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," Daniel M Archer ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," Elisabeth Bresee ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," John Hand ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," David Moskowitz ","No Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," Margaret Simmons ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," Julie Slocum ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," Meghan Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5010000",""," Beth Zorc ","Revolving Door Profiles","Non Former Members of Congress"
