"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Arent Fox LLP","$30000","UMB Bank"," Phil English ","Revolving Door Profiles","Former Members of Congress"
"Arent Fox LLP","$30000","UMB Bank"," Dan Renberg ","Revolving Door Profiles","Non Former Members of Congress"
