"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank of America","$1930000",""," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1930000",""," Edward Jeffrey Hill ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1930000",""," Darrell Minott ","No Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Cindy S Brown ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Jerry ""Jay"" Driscoll ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Jeff Forbes ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Libby Greer ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Francesca Mccrary ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Rachel D Miller ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Rick B Murphy ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Jeff Sadosky ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Adrienne Schweer ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Franklyn Steinberg ","No Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Jeff Strunk ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Dan C Jr Tate ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Wesley Ryan Welch ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$240000","Bank of America"," Kelley Williams ","No Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Summer Mersinger ","Revolving Door Profiles","Non Former Members of Congress"
