"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Van Scoyoc Assoc","$10000","First Horizon National"," Ray Cole ","Revolving Door Profiles","Non Former Members of Congress"
