"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cornerstone Government Affairs","$240000","Sallie Mae Bank"," James Richards ","Revolving Door Profiles","Non Former Members of Congress"
"Cornerstone Government Affairs","$240000","Sallie Mae Bank"," Todd Webster ","Revolving Door Profiles","Non Former Members of Congress"
"Sallie Mae","$1070000",""," Tim Morrison ","No Revolving Door Profiles","Non Former Members of Congress"
