"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Carmen Group","$0","Promerica Financial"," David M Carmen ","No Revolving Door Profiles","Non Former Members of Congress"
"Carmen Group","$0","Promerica Financial"," John Ladd ","Revolving Door Profiles","Non Former Members of Congress"
"John Ladd & Assoc","$360000","Promerica Financial"," John Ladd ","Revolving Door Profiles","Non Former Members of Congress"
