"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Community Bankers Assn of Illinois","$240000",""," David Schroeder ","No Revolving Door Profiles","Non Former Members of Congress"
"Hollier & Assoc","$240000","Independent Community Bankers of America"," William Hollier ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," David ""Chip"" Bartlett ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Chris Cole ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Brian Cooney ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Michael Emancipator ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Joshua Habursky ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Walter Haynie ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Stephen Keen ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," James A Keller ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Paul G Merski ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Amy Forester Roberti ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Rebeca Romero Rainey ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Mark K Scanlan ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Aaron Stetter ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Karen M Thomas ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Lily Thomas ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Viveca Y Ware ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4930000",""," Leigh III Whaley ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$80000","Independent Bankers Assn of Texas"," Ross Arnett ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$80000","Independent Bankers Assn of Texas"," Lauren Wilson ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$80000","Independent Bankers Assn of Texas"," James W Wise ","No Revolving Door Profiles","Non Former Members of Congress"
"Timothy R Rupli & Assoc","$840000","Independent Community Bankers of America"," Linda Rupli ","No Revolving Door Profiles","Non Former Members of Congress"
"Timothy R Rupli & Assoc","$840000","Independent Community Bankers of America"," Timothy R Rupli ","Revolving Door Profiles","Non Former Members of Congress"
