"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Dutko Worldwide","$50000","HSBC Holdings"," Gary Andres ","Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$50000","HSBC Holdings"," Mary Clare Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$50000","HSBC Holdings"," Brett Heimov ","Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$50000","HSBC Holdings"," Laine Glisson Oliver ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$240000","HSBC North America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$240000","HSBC North America"," Jayne T Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$240000","HSBC North America"," Tim Hanford ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$240000","HSBC North America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$240000","HSBC North America"," Robert J Leonard ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$240000","HSBC North America"," Scott D Parven ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$240000","HSBC North America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"Government Edge","$80000","HSBC North America"," Dayna Baird ","No Revolving Door Profiles","Non Former Members of Congress"
"Government Edge","$80000","HSBC North America"," Donald F Baird ","No Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$3440000",""," Monique Frazier ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$3440000",""," J Dennis O'Toole ","No Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$3440000",""," Thomas J Rosenkoetter ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$3440000",""," Janet G St Amand ","No Revolving Door Profiles","Non Former Members of Congress"
"McGlotten & Jarvis","$60000","HSBC Holdings"," John T Jarvis ","No Revolving Door Profiles","Non Former Members of Congress"
"McGlotten & Jarvis","$60000","HSBC Holdings"," Robert M McGlotten ","No Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$10000","HSBC Holdings"," Jeffrey A Tassey ","Revolving Door Profiles","Non Former Members of Congress"
