"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Stewart Partners","$0","United Bank of Philadelphia"," Jarvis C Stewart ","Revolving Door Profiles","Non Former Members of Congress"
