"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Akerman Senterfitt & Eidson","$0","Florida Bankers Assn"," Thomas Cardwell ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Wayne Abernathy ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," James Ballentine ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," John Blanchfield ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Lisa J Bleier ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Peter L Blocklin ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," William H Boger ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," C Dawn Causey ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," James Chessen ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," James Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Kenneth Clayton ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Dionne M Davies ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Kerry Early ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Nessa Feddis ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Donna J Fisher ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Peter Garuccio ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," William Douglas Johnson ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Keith Leggett ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," J Kevin A McKechnie ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," James D McLaughlin ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Sally Miller ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Sarah A Miller ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Fran Mordi ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Cristeena Naser ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Gerald Joseph Pigg ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," John R Rasmus ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Richard Riese ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Lawrence Seyfried ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Deborah L Shannon ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Andrew Shapiro ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Paul A Smith ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Shawn Smith ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Seaver Sowers ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Floyd Stoner ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Robert William Strand ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Mark Tenhundfeld ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$5420000",""," Edward L Yingling ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn Securities Assn","$80000",""," Beth L Climo ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn Securities Assn","$80000",""," J Kevin A McKechnie ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn Securities Assn","$80000",""," Sarah A Miller ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Insurance Assn","$220000",""," Beth L Climo ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Insurance Assn","$220000",""," J Kevin A McKechnie ","No Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$0","American Bankers Insurance Assn"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Bockorny Group","$240000","American Bankers Assn"," David Bockorny ","Revolving Door Profiles","Non Former Members of Congress"
"Bockorny Group","$240000","American Bankers Assn"," Martin L Depoy ","Revolving Door Profiles","Non Former Members of Congress"
"Bockorny Group","$240000","American Bankers Assn"," Andrew Dodson ","Revolving Door Profiles","Non Former Members of Congress"
