"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Angus & Nickerson","$40000","Bank of America"," Barbara M Angus ","Revolving Door Profiles","Non Former Members of Congress"
"Angus & Nickerson","$40000","Bank of America"," Gregory Nickerson ","Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1986014",""," John E Collingwood ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1986014",""," Edward Jeffrey Hill ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1986014",""," Darrell Minott ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1986014",""," Jeanne Marie Murphy ","No Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$120000","Bank of America"," Robert S Newman ","No Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$120000","Bank of America"," Richard C Shea ","No Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$20000","Bank of America"," J Patrick Cave ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$20000","Bank of America"," Ben Dupuy ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$300000","Bank of America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$300000","Bank of America"," Jayne T Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$300000","Bank of America"," Tim Hanford ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$300000","Bank of America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$300000","Bank of America"," Robert J Leonard ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$300000","Bank of America"," Scott D Parven ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$300000","Bank of America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"Kate Moss Co","$20000","Bank of America"," Kate Moss ","Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$400000","Bank of America"," David Armand Dekeyser ","Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$400000","Bank of America"," George Marcou ","No Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$400000","Bank of America"," Christopher A Ott ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Bruce H Andrews ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Jeffrey J Connaughton ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Amy Jensen Cunniffe ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Ed W Gillespie ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Mike Hacker ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Elizabeth Hogan ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," David Hoppe ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Michael Hussey ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Kevin D Kayes ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Marc Lampkin ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Dave Lugar ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Nicolas Maduros ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Harriet James Melvin ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Manuel Ortiz ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Jack M Quinn ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Marti Thomas ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Sarah E Dumont-Merchak ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Robert Hickmott ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," W Timothy Locke ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Alicia W Smith ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," James E Smith ","Revolving Door Profiles","Non Former Members of Congress"
