"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"O'Connor & Hannan","$0","Enterprise National Bank"," John M Sr Himmelberg ","Revolving Door Profiles","Non Former Members of Congress"
"O'Connor & Hannan","$0","Enterprise National Bank"," Catherine Sauvain ","No Revolving Door Profiles","Non Former Members of Congress"
