"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"American Continental Group","$40000","IndyMac Bank"," Sheryl Cohen ","Revolving Door Profiles","Non Former Members of Congress"
