"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"BGR Group","$160000","PJSC Trustbank"," Lanny Griffith ","Revolving Door Profiles","Non Former Members of Congress"
