"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"O'Neill & Assoc","$85000","Santander Bank"," John D Cahill ","No Revolving Door Profiles","Non Former Members of Congress"
"O'Neill & Assoc","$85000","Santander Bank"," Benjamin Josephson ","No Revolving Door Profiles","Non Former Members of Congress"
