"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"BGR Group","$100000","MEAB sal"," Lanny Griffith ","Revolving Door Profiles","Non Former Members of Congress"
