"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cleary Gottlieb et al","$60000","Wells Fargo"," Laura Klimpel ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$60000","Wells Fargo"," Colin Lloyd ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$60000","Wells Fargo"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$60000","Wells Fargo Securities"," Laura Klimpel ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$60000","Wells Fargo Securities"," Colin Lloyd ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$60000","Wells Fargo Securities"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Doremus & Assoc","$80000","Wells Fargo"," Theodore A Doremus ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Cristina Antelo ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Daniele Baierlein ","No Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Paul Brathwaite ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Christine Clark ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Randall Gerard ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Jaime R Harrison ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Kathryn Hollister ","No Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Izzy Klein ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Andrew Lewin ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Lauren Maddox ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," David Marin ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Gwen E Mellor ","No Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Elizabeth Morra ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Tony Podesta ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Michael Quaranta ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Oscar T Ramirez ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Donni M Turner ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$620000","Wells Fargo"," Nicole Young ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5370000",""," Daniel M Archer ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5370000",""," Anita Eoloff ","No Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5370000",""," Christopher Rosello ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5370000",""," Julie Slocum ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$5370000",""," Linda Vickers ","No Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$130000","Wells Fargo"," John D McMickle ","Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$130000","Wells Fargo"," Eric Silva ","Revolving Door Profiles","Non Former Members of Congress"
