"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Group","$10000","New York Private Bank & Trust"," Harriet James Melvin ","Revolving Door Profiles","Non Former Members of Congress"
"Constantine Cannon","$80000","New York Private Bank & Trust"," W Stephen Cannon ","Revolving Door Profiles","Non Former Members of Congress"
"Constantine Cannon","$80000","New York Private Bank & Trust"," Joseph H Gibson ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$40000","New York Private Bank & Trust"," Kirk Blalock ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$40000","New York Private Bank & Trust"," Kirsten Chadwick ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$40000","New York Private Bank & Trust"," Mike Chappell ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$40000","New York Private Bank & Trust"," Kate Hull ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$40000","New York Private Bank & Trust"," Mark W Isakowitz ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$40000","New York Private Bank & Trust"," Aleix Jarvis ","Revolving Door Profiles","Non Former Members of Congress"
"Raben Group","$20000","New York Private Bank & Trust"," Lawrence Gonzalez ","No Revolving Door Profiles","Non Former Members of Congress"
"Raben Group","$20000","New York Private Bank & Trust"," Karen Marangi ","Revolving Door Profiles","Non Former Members of Congress"
"Raben Group","$20000","New York Private Bank & Trust"," Robert Raben ","Revolving Door Profiles","Non Former Members of Congress"
