"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Tax Partners","$80000","JPMorgan Chase & Co"," Richard Grafmeyer ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$80000","JPMorgan Chase & Co"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$80000","JPMorgan Chase & Co"," Chris L Javens ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$80000","JPMorgan Chase & Co"," William McKenney ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$80000","JPMorgan Chase & Co"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$80000","JPMorgan Chase & Co"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$80000","JPMorgan Chase & Co"," Lawrence G Willcox ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$50000","JPMorgan Chase & Co"," Kirk Blalock ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$50000","JPMorgan Chase & Co"," Kirsten Chadwick ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$50000","JPMorgan Chase & Co"," Mike Chappell ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$50000","JPMorgan Chase & Co"," Kate Hull ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$50000","JPMorgan Chase & Co"," Mark W Isakowitz ","Revolving Door Profiles","Non Former Members of Congress"
"Fierce Isakowitz & Blalock","$50000","JPMorgan Chase & Co"," Aleix Jarvis ","Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker et al","$60000","JPMorgan Chase & Co"," Palmer C Hamilton ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Emily S Beizer ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Naomi G Camper ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Katherine Childress ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Nate Gatten ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Tom Koonce ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Granville Martin ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Steven R Patterson ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Peter L Scher ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$7410000",""," Pierce Scranton ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$280000","JPMorgan Chase & Co"," Mike Evans ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$280000","JPMorgan Chase & Co"," Patrick G Heck ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$280000","JPMorgan Chase & Co"," Nicholas A Leibham ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$280000","JPMorgan Chase & Co"," Tricia K Markwood ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$280000","JPMorgan Chase & Co"," Steven Valentine ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$280000","JPMorgan Chase & Co"," Roger Wise ","No Revolving Door Profiles","Non Former Members of Congress"
"Lawrence J Romans & Assoc","$80000","JPMorgan Chase & Co"," Lawrence J Romans ","Revolving Door Profiles","Non Former Members of Congress"
"Lowe Strategies","$81500","JPMorgan Chase & Co"," George Lowe ","Revolving Door Profiles","Non Former Members of Congress"
"LTD Group","$75000","JPMorgan Chase & Co"," Michael Haywood ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Glynda Becker ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Angela Becker-Dippmann ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Robert Chamberlin ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Alisa Ferguson ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Robert Hobart ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Gabriel Horwitz ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Jeff Markey ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Steve McBee ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Kathy Mitchell ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$330000","JPMorgan Chase & Co"," Samuel Whitehorn ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal & Fettig","$90000","JPMorgan Chase & Co"," Dwight Fettig ","Revolving Door Profiles","Non Former Members of Congress"
"Triangle Assoc","$35000","JPMorgan Chase & Co"," Philip Blalock ","No Revolving Door Profiles","Non Former Members of Congress"
"Walter Group","$95000","JPMorgan Chase & Co"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
