"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Barnett Sivon & Natter","$200000","Citigroup Management Corp"," Robert E Barnett ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$200000","Citigroup Management Corp"," Raymond Natter ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$200000","Citigroup Management Corp"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Breaux-Lott Leadership Group","$360000","Citigroup Management Corp"," John Breaux ","Revolving Door Profiles","Former Members of Congress"
"Breaux-Lott Leadership Group","$360000","Citigroup Management Corp"," Trent Lott ","Revolving Door Profiles","Former Members of Congress"
"Breaux-Lott Leadership Group","$360000","Citigroup Management Corp"," Manny Rossman ","Revolving Door Profiles","Non Former Members of Congress"
"Broydrick & Assoc","$0","ACC Capital Holdings"," William B Broydrick ","No Revolving Door Profiles","Non Former Members of Congress"
"Broydrick & Assoc","$0","ACC Capital Holdings"," Andrew Garfinkel ","No Revolving Door Profiles","Non Former Members of Congress"
"Broydrick & Assoc","$0","ACC Capital Holdings"," Fred Starzyk ","No Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Management Corp"," Paul Bock ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Management Corp"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Management Corp"," Beau Schuyler ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5380000",""," Christine Burgeson ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5380000",""," Nicholas Calio ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5380000",""," Robert Schellhas ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5380000",""," Paul Thornell ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5380000",""," Heather K Wingate ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5380000",""," Maura Solomon Woosley ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$380000","Citigroup Management Corp"," Seth Grosshandler ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$380000","Citigroup Management Corp"," Laura Klimpel ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$380000","Citigroup Management Corp"," Colin Lloyd ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$380000","Citigroup Management Corp"," Knox Mcilwain ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$380000","Citigroup Management Corp"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$180000","Citigroup Management Corp"," J Patrick Cave ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$180000","Citigroup Management Corp"," Ben Dupuy ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$180000","Citigroup Management Corp"," Brant Imperatore ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$180000","Citigroup Management Corp"," William Mueller ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$180000","Citigroup Management Corp"," Damon G Munchus ","Revolving Door Profiles","Non Former Members of Congress"
"DC Navigators","$330000","Citigroup Management Corp"," Meghan Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"DC Navigators","$330000","Citigroup Management Corp"," Harmony Knutson ","No Revolving Door Profiles","Non Former Members of Congress"
"DC Navigators","$330000","Citigroup Management Corp"," Vincent Roberti ","No Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$360000","Citigroup Management Corp"," Stacey Alexander ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$360000","Citigroup Management Corp"," Steven Elmendorf ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$360000","Citigroup Management Corp"," Kristina Kennedy ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$360000","Citigroup Management Corp"," James 'Jimmy' Ryan ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$260000","Citigroup Management Corp"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$260000","Citigroup Management Corp"," Will Heyniger ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$260000","Citigroup Management Corp"," Jeff Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$260000","Citigroup Management Corp"," Robert M Rozen ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$260000","Citigroup Management Corp"," Amy Swonger ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$240000","Citigroup Management Corp"," Mitchell L Feuer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$240000","Citigroup Management Corp"," Tara Wade Foscato ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$240000","Citigroup Management Corp"," Robert E Griner ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$240000","Citigroup Management Corp"," Peter D Rich ","Revolving Door Profiles","Non Former Members of Congress"
"Sternhell Group","$240000","Citigroup Management Corp"," Alex Sternhell ","Revolving Door Profiles","Non Former Members of Congress"
