"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Mondello Group","$7500","Collin Bank"," Joseph Mondello ","Revolving Door Profiles","Non Former Members of Congress"
