"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Franklin Square Group","$60000","SVB Financial Group"," Josh Ackil ","Revolving Door Profiles","Non Former Members of Congress"
"Franklin Square Group","$60000","SVB Financial Group"," Kara Calvert Campbell ","Revolving Door Profiles","Non Former Members of Congress"
"Franklin Square Group","$60000","SVB Financial Group"," Brian Peters ","Revolving Door Profiles","Non Former Members of Congress"
"Franklin Square Group","$60000","SVB Financial Group"," Matthew Tanielian ","Revolving Door Profiles","Non Former Members of Congress"
"McGuireWoods LLP","$80000","SVB Financial Group"," Frank J Donatelli ","Revolving Door Profiles","Non Former Members of Congress"
"McGuireWoods LLP","$80000","SVB Financial Group"," Terry L Haines ","Revolving Door Profiles","Non Former Members of Congress"
"McGuireWoods LLP","$80000","SVB Financial Group"," Mona Mohib ","Revolving Door Profiles","Non Former Members of Congress"
"McGuireWoods LLP","$80000","SVB Financial Group"," LF Jr Payne ","Revolving Door Profiles","Former Members of Congress"
"McGuireWoods LLP","$80000","SVB Financial Group"," Ronald L Platt ","Revolving Door Profiles","Non Former Members of Congress"
