"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Nossaman LLP","$70000","M&T Bank"," Timothy W Jenkins ","No Revolving Door Profiles","Non Former Members of Congress"
"Nossaman LLP","$70000","M&T Bank"," Paul S Quinn ","Revolving Door Profiles","Non Former Members of Congress"
