"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Morrison Public Affairs Group","$80000","Atlantic Bank & Trust Co"," Paul Donnelly ","No Revolving Door Profiles","Non Former Members of Congress"
"Morrison Public Affairs Group","$80000","Atlantic Bank & Trust Co"," Bruce A Morrison ","Revolving Door Profiles","Former Members of Congress"
"Morrison Public Affairs Group","$80000","Atlantic Bank & Trust Co"," Deborah Silberman ","Revolving Door Profiles","Non Former Members of Congress"
