"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"American Bankers Assn","$7040000",""," Wayne Abernathy ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," James Ballentine ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Vincent Barnes ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Lisa J Bleier ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Peter L Blocklin ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," William H Boger ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," James Chessen ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," James Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Kenneth Clayton ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Dionne M Davies ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Robert R Davis ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Denyette Depierro ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Nessa Feddis ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Donna J Fisher ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Michael Gullette ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," William Douglas Johnson ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Keith Leggett ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Deanne Marino ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Cathy McTighe ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Sarah A Miller ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Fran Mordi ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Cristeena Naser ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Pheobe Papageorgiou ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Gerald Joseph Pigg ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Richard Riese ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Lawrence Seyfried ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Deborah L Shannon ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Seaver Sowers ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Floyd Stoner ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Robert William Strand ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Mark Tenhundfeld ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Carolyn Walsh ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$7040000",""," Edward L Yingling ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn Securities Assn","$80000",""," Sarah A Miller ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn Securities Assn","$80000",""," Cristeena Naser ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn Securities Assn","$80000",""," Carolyn Walsh ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Insurance Assn","$190000",""," Kenneth Clayton ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Insurance Assn","$190000",""," Renee Galbraith ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Insurance Assn","$190000",""," J Kevin A McKechnie ","No Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$40000","American Bankers Assn"," Raymond Natter ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$40000","American Bankers Assn"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$40000","American Bankers Insurance Assn"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Butera & Andrews","$80000","American Bankers Assn"," Philip Corwin ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$30000","American Bankers Insurance Assn"," Zahra Buck ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$30000","American Bankers Insurance Assn"," Shannon Finley ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$30000","American Bankers Insurance Assn"," Sara Franko ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$30000","American Bankers Insurance Assn"," Drew Goesl ","Revolving Door Profiles","Non Former Members of Congress"
