REG_SNL_INSTN_KEY,year,CompanyName,CompanyType,PrimaryRegulator,YearEstablished,ParentName,ParentInstitutionKey,CountyandState,ZipCode,State,Initial_Scale,status,lobby_status,severe,capital_adequacy,asset_quality,management_quality,earning,liquidity,sensitivity_to_market_risk,deposit_to_asset_ratio,leverage,total_core_deposit,size,age,growth,distance,initial_market_size
1000016,2010,Bank of Hancock County,Commercial Bank,FDIC,1904,,NA,"Hancock, GA",31087,GA,61351,1,0,0,34.533375,-2.1500001,0,0.035334971,13.341458,11.069652,79.580917,20.33,66150,83515,106,-5.560574578,823.6853920436929,2.60943E-05
100003,2010,BOK Financial Corporation,Bank Holding Company,FED,1910,,NA,"Tulsa, OK",74172,OK,6842259,1,0,0,12.685736,-2.6900001,0,0.02968003,7.3097196,13.213441,71.93969,8.7399998,14332453,23889868,100,3.898070718,1691.501740200487,0.011632436
1000087,2010,MutualBank,Commercial Bank,FDIC,1889,"Northwest Bancshares, Inc.",1137118,"Delaware, IN",47305,IN,468143,1,0,0,13.257076,,0,0.030637605,2.1973934,,79.956596,9.1800003,1080867,1405495,121,1.492429704,731.3146762,0.000653259
1000099,2010,First Community Bank Xenia-Flora,Commercial Bank,FED,1922,First Community Bancshares,4080880,"Clay, IL",62899,IL,21914,1,0,0,13.077017,-0.72000003,0,0.038618878,5.4909616,7.5061021,71.944069,12.77,23566,32756,88,4.54955245,1006.329783583171,6.2510103e-06
1000144,2010,Bison State Bank,Commercial Bank,FDIC,1901,"Bison Bancshares, Inc.",109535748,"Rush, KS",67520,KS,8041,1,0,0,18.276972,-4.6999998,0,0.030477926,4.8664556,29.844883,89.469421,9.21,9114,14368,109,3.31095349,1919.412357334139,1.65172E-05
1000162,2010,Malvern Bank NA,Commercial Bank,OCC,1887,"Malvern Bancorp, Inc.",4190220,"Chester, PA",19301,PA,320098,1,0,1,11.673342,,0,0.028352482,6.0659432,,83.814079,8.4700003,552247,686924,123,1.440396272,181.7455218502399,0.00011908
1000174,2010,Lowry State Bank,Commercial Bank,FDIC,1899,"Financial Services of Lowry, Inc.",1019507,"Pope, MN",56349,MN,17675,1,0,0,10.790889,-1.29,0,0.044238627,9.9833775,23.08363,83.576683,8.6800003,30178,36710,111,6.599348729,1692.209902,9.8432511e-06
1000191,2010,Ballston Spa National Bank,Commercial Bank,OCC,1838,"Ballston Spa Bancorp, Inc.",1016860,"Saratoga, NY",12020,NY,215498,1,0,0,13.530264,-1.96,0,0.033354267,16.908157,3.366601,79.878448,7.4400001,296958,385348,159,4.865466533,526.8700107356551,9.7902303e-06
1000202,2010,Foxboro Federal Savings Branch,Commercial Bank,OCC,1889,1889 Bancorp MHC,4240654,"Norfolk, MA",02035,MA,78261,1,0,0,28.603775,,0,0.029711487,21.458351,,84.622337,14.75,110670,137186,121,3.953525386,601.1320214312569,3.87141E-05
1000317,2010,Washington Federal Bank,Commercial Bank,FDIC,1917,"Washington Federal, Inc.",102038,"King, WA",98101,WA,5721891,1,0,0,22.611046,,0,0.030094435,9.5098619,,65.98851,11.66,8488548,13431586,93,1.015531661,3737.193490358943,0.010844395
1000320,2010,Home Federal Bank,Commercial Bank,FDIC,1929,"First Interstate BancSystem, Inc.",1019278,"Minnehaha, SD",57104,SD,600684,1,0,0,11.314016,,0,0.032776866,1.4819654,,76.162468,9.1300001,787514,1223973,81,4.634369287,1722.120415818469,0.000102308
1000322,2010,"Home Bank, National Association",Commercial Bank,OCC,1908,"Home Bancorp, Inc.",4208452,"Lafayette, LA",70508,LA,228628,1,0,0,23.898577,,0,0.039763298,7.9713187,,82.020027,15.46,546036,685079,102,6.472935295,1680.667314192255,0.000564166
1000367,2010,Eastern Connecticut Savings Bank,Commercial Bank,FED,1915,,NA,"New London, CT",06360,CT,107875,1,0,0,15.755157,,0,0.030014863,11.314936,,71.304024,10.88,112113,165518,95,0.635435383,511.7634803961669,0.000377763
1000394,2010,RVR Bank,Commercial Bank,FDIC,1956,"First State Fremont, Inc.",1021870,"Dodge, NE",68025,NE,106232,1,0,0,11.087778,-1.52,0,0.037084896,14.320393,3.5095294,84.929298,8.1800003,165264,202751,54,2.696230349,1674.250199107782,0.000228076
1000426,2010,Home Federal Bank,Commercial Bank,FDIC,1920,"First Interstate BancSystem, Inc.",1019278,"Canyon, ID",83651,ID,233221,1,0,0,25.359459,,0,0.02107697,18.562714,,83.777031,10.57,1097651,1357643,90,1.465724901,3318.316180733851,0.00922501
1000430,2010,CFBank National Association,Commercial Bank,OCC,1892,CF Bankshares Inc.,4040782,"Franklin, OH",43081,OH,134262,1,0,0,9.4053841,,0,0.031699877,1.501002,,83.774796,6.5900002,181169,273408,118,2.763819095,522.7500216739911,1.52792E-05
1000475,2010,Bank of Grandin,Commercial Bank,FDIC,1913,,NA,"Carter, MO",63943,MO,67738,1,0,0,21.155891,-1.58,0,0.032371279,2.0048056,9.9113445,86.227341,13.61,124703,153006,97,0.840794933,1232.234393683995,5.43359E-05
1000504,2010,"OceanFirst Bank, National Association",Commercial Bank,OCC,1902,OceanFirst Financial Corp.,102614,"Ocean, NJ",08753,NJ,1558055,1,0,0,14.354356,,-1,0.034781378,1.8674983,,74.368561,9.1300001,1662184,2252901,108,1.45994604,269.9259431966352,0.002880503
1000506,2010,Century Bank,Commercial Bank,FDIC,1887,Century Financial Services Corporation,1031007,"Santa Fe, NM",87501,NM,185444,1,0,0,15.465878,-1.65,0,0.038299564,1.5224868,2.4060829,81.670006,10.88,341101,520502,123,-0.155560131,2563.530713204358,0.001879716
1000511,2010,Hilltop National Bank,Commercial Bank,OCC,1964,Midland Financial Corporation,1017081,"Natrona, WY",82609,WY,220608,1,0,0,19.301935,-1.5700001,0,0.037975892,7.0915685,7.655417,90.062119,9.3299999,394572,482306,46,9.923463233842851,2477.517959047763,0.006020602
1000531,2010,First Palmetto Bank,Commercial Bank,FDIC,1904,First Palmetto Financial Corporation,1031009,"Kershaw, SC",29020,SC,447687,1,0,0,12.746637,,0,0.039515652,3.9184587,,78.768951,10.93,488645,673151,106,0.899746946,608.2194196415599,0.001532251
1000537,2010,First Fed Bank,Commercial Bank,FDIC,1923,First Northwest Bancorp,4343673,"Clallam, WA",98362,WA,426493,1,0,0,19.245083,,0,0.029937042,3.4155691,,75.656609,9.9099998,539557,750976,87,1.662284546,3804.365478994192,0.000808309
1000543,2010,"First State Bank, Kiowa, Kansas",Commercial Bank,FDIC,1935,"Grace Investment Company, Inc.",4064973,"Barber, KS",67070,KS,34417,1,0,0,13.685449,-1.45,0,0.033123516,6.8048711,2.1218295,86.102997,9.3400002,41149,55127,75,12.53101737,1888.824153321619,7.06965E-05
1000586,2010,The Liberty National Bank in Paris,Commercial Bank,OCC,1931,"Paris Bancshares, Inc.",1027860,"Lamar, TX",75460,TX,202304,1,0,0,36.103973,-3.05,0,0.033999227,11.322036,5.3020377,82.191948,16.309999,193950,245535,79,5.530685462,1755.807754183999,6.52388E-05
1000632,2010,Custer Federal State Bank,Commercial Bank,FDIC,1925,CFSB Holding Co.,4627170,"Custer, NE",68822,NE,51642,1,0,0,13.878521,,0,0.033325233,3.8364539,,90.942642,8.2600002,57185,65836,85,9.040634057,1935.746635151403,0.000110873
1000635,2010,Allegheny Valley Bank of Pittsburgh,Commercial Bank,FDIC,1900,Dollar Mutual Bancorp,10721082,"Allegheny, PA",15201,PA,234984,1,0,0,13.287567,-1.47,0,0.032512031,19.3377,9.5391388,82.102844,7.8299999,320147,408741,110,3.447965228,304.8386113212488,8.74168E-05
1000640,2010,River Valley Financial Bank,Commercial Bank,FDIC,1875,"German American Bancorp, Inc.",100551,"Jefferson, IN",47250,IN,138669,1,0,0,13.951607,,0,0.030112453,5.1743679,,74.451134,9.6999998,260932,386385,135,5.781219873,724.1244206939341,0.000193502
1000641,2010,Washita State Bank,Commercial Bank,FDIC,1977,,NA,"Washita, OK",73624,OK,7284,1,0,1,16.129845,-1.5700001,0,0.026312318,33.174358,9.0878429,56.195572,10.03,13089,166728,33,9.798385637,1997.896914892525,1.23834E-05
1000654,2010,Hamilton Bank,Commercial Bank,FDIC,1915,"Orrstown Financial Services, Inc.",100631,"Baltimore, MD",21286,MD,160613,1,0,0,17.302246,,0,0.021434842,11.849604,,89.255524,9.4399996,285021,332636,95,1.610339635,67.79654566081119,0.000540042
1000689,2010,First Federal Savings and Loan Bank,Commercial Bank,FDIC,1923,"First Federal of Olathe Bancorp, Inc.",4053466,"Johnson, KS",66061,KS,44074,1,0,0,20.997047,,0,0.036672752,26.835226,,67.849197,13.64,27498,65171,87,-2.422430308,1537.148307441375,9.05331E-05
1000699,2010,Farmers & Merchants Bank,Commercial Bank,FDIC,1911,"Citizens Community Bancorp, Inc.",4091023,"Monroe, WI",54660,WI,102554,1,0,0,12.541623,-2.1099999,-1,0.032040536,1.212275,24.028885,78.831123,9.5600004,124286,205240,99,4.609218437,1254.958306907111,9.47884E-05
1000709,2010,Brookville Building and Savings Association,Commercial Bank,FDIC,1903,,NA,"Montgomery, OH",45309,OH,31679,1,0,0,30.083628,,0,0.036836613,15.269442,,76.01252,16.33,30293,41209,107,1.770415279,643.2406193069751,3.6051113e-06
1000729,2010,Lamar National Bank,Commercial Bank,OCC,1981,"Lamar Bancorporation, Inc.",1020211,"Lamar, TX",75460,TX,73555,1,0,0,19.829845,-0.98000002,0,0.035179876,14.01307,0.64191419,88.490555,9.8999996,100231,128312,29,5.530685462,1755.807754183999,2.37199E-05
1000780,2010,Heartland Bank,Commercial Bank,FED,1933,,NA,"Pulaski, AR",72207,AR,277681,1,0,0,12.999821,-1.74,0,0.039325774,2.9346023,17.219498,79.04493,11.48,110257,162438,77,-0.222002365,1437.656513914884,0.000789438
1000813,2010,"BankFinancial, National Association",Commercial Bank,OCC,1924,BankFinancial Corporation,4044758,"Cook, IL",60461,IL,1282953,1,0,0,17.204643,,0,0.03361972,19.705765,,82.479271,12.48,1228725,1529400,86,1.440822537,950.3240860258301,0.000365965
1000869,2010,State Bank of Marietta,Commercial Bank,FDIC,1941,"Dakota Financial, Inc.",4167996,"Lac qui Parle, MN",56257,MN,6467,1,0,0,12.822494,-1.41,0,0.032973021,44.011765,15.165066,89.572166,8.1599998,9114,14368,69,8.514075887392901,1735.292547815993,3.6014883e-06
100088,2010,Bank of the West,Commercial Bank,FDIC,1874,Bank of Montreal,100518,"San Francisco, CA",94104,CA,7723711,1,0,1,13.322363,-2.46,-2,0.031087341,2.0286319,6.3879247,68.595497,11.22,16736286,30371980,136,5.268531469,3917.795217244388,0.001606428
1000907,2010,"Carthage Savings and Loan, National Association",Commercial Bank,OCC,1888,"Riverbank Financial Corporation, MHC",4292522,"Jefferson, NY",13619,NY,91471,1,0,0,19.249754,,0,0.032610383,7.6344509,,84.983948,9.4300003,136138,167554,122,4.679384738,576.0218581824045,4.1555936e-06
100092,2010,Discover Bank,Commercial Bank,FDIC,1911,Discover Financial Services,4096334,"Sussex, DE",19950,DE,16119518,1,0,0,11.338129,-5.96,0,0.055387456,11.3455,15.498301,56.195572,10.06,16736286,30371980,99,-0.081043845,124.4271777,0.008178579
100093,2010,"BMO Bankcorp, Inc.",Bank Holding Company,FED,1972,Bank of Montreal,100518,"Cook, IL",60603,IL,22902670,1,0,0,13.861227,-3.1500001,0,0.017350081,42.686722,21.731874,72.614082,8.3699999,16736286,30371980,38,1.440822537,956.4758466176988,0.00653303
1000938,2010,WCF Financial Bank,Commercial Bank,FDIC,1934,"WCF Bancorp, Inc.",4049239,"Hamilton, IA",50595,IA,94036,1,0,0,25.718256,,0,0.033952564,17.292406,,78.843903,12.7,67526,88712,76,4.78042761,1466.943624631909,0.000179814
1000940,2010,"Albany Bank & Trust Co., National Association",Commercial Bank,OCC,1953,Albank Corporation,1021491,"Cook, IL",60625,IL,351668,1,0,0,18.926262,-1.35,0,0.03810671,13.422192,18.980791,85.383194,13.58,309760,519751,57,1.440822537,964.9250093354781,0.000100314
1000941,2010,First Federal Bank,Commercial Bank,FED,1934,SouthState Corporation,1019950,"Charleston, SC",29406,SC,1262458,1,0,0,11.482857,,0,0.039568271,2.1930318,,75.178612,8.5799999,2053485,3249548,76,6.635720265,717.2478767,0.004320882
1000948,2010,Genoa Community Bank,Commercial Bank,FDIC,1903,,NA,"Nance, NE",68640,NE,48491,1,0,0,12.716395,-1.78,0,0.033264108,1.8376547,2.4259403,78.911064,9.6400003,38226,55375,107,5.755310663,1777.493157130606,0.000104108
1000969,2010,Teche Federal Bank,Commercial Bank,FDIC,1934,First Horizon Corporation,100292,"Iberia, LA",70560,LA,414688,1,1,0,12.538584,,-1,0.039409403,11.558215,,78.431953,8.75,578416,751445,76,4.019897044,1675.785549539143,0.001023291
1000987,2010,First Federal Savings Bank,Commercial Bank,FDIC,1904,"First Bancorp of Indiana, Inc.",4044707,"Vanderburgh, IN",47715,IN,112684,1,0,0,14.376453,,0,0.026749231,8.5983067,,62.519985,9.4300003,205871,340907,106,7.563565242,916.4689333892568,0.000157242
1001009,2010,"Athens Federal Community Bank, National Association",Commercial Bank,OCC,1934,"CapStar Financial Holdings, Inc.",4646073,"McMinn, TN",37303,TN,146327,1,0,0,19.627398,,0,0.037940048,4.7326732,,77.873352,13.53,212211,277385,76,3.843091843,773.5445781098831,0.000170039
100101,2010,Integra Bank Corporation,Bank Holding Company,FED,1985,,NA,"Vanderburgh, IN",47708,IN,2195965,1,0,1,4.5230041,-5.96,0,0.020478481,24.464401,13.242466,82.199738,3.1600001,1323208,2420785,25,7.563565242,924.2437823284001,0.003064309
1001044,2010,Wells Federal Bank,Commercial Bank,FDIC,1934,"Citizens Community Bancorp, Inc.",4091023,"Faribault, MN",56097,MN,184283,1,0,0,13.23913,,0,0.038170662,3.8667192,,89.430084,10.31,209387,238403,76,3.513185043,1491.076125499164,0.000102628
1001046,2010,Systematic Savings Bank,Commercial Bank,FDIC,1923,,NA,"Greene, MO",65806,MO,46228,1,0,0,28.514536,,0,0.03346964,16.15374,,84.005501,15.26,42580,51599,87,0.767158585,1435.849324385183,3.70817E-05
1001151,2010,The First National Bank of Gordon,Commercial Bank,OCC,1889,Isham Management Company,1016917,"Sheridan, NE",69343,NE,88060,1,0,0,22.776136,-1.9,0,0.042284705,4.3093557,26.494043,82.880013,11.36,102627,150409,121,4.478057221,2152.952596721954,0.000189062
1001241,2010,FarmBank,Commercial Bank,FDIC,1943,Green City Bancshares Inc.,1017413,"Sullivan, MO",63545,MO,19264,1,0,0,11.867114,-1.99,0,0.029996444,23.548195,13.210947,80.987167,9.5699997,24629,30937,67,0.990129455,1371.483295986585,1.54526E-05
1001332,2010,"Home Savings And Loan Company Of Kenton, Ohio, The DBA HSLC",Commercial Bank,FDIC,1888,,NA,"Hardin, OH",43326,OH,87360,1,0,0,49.800663,,0,0.034803145,8.7453108,,71.491081,23.41,74461,109243,122,2.058954229,594.9479847,9.9416811e-06
100134,2010,Arrow Financial Corporation,Bank Holding Company,FED,1851,,NA,"Warren, NY",12801,NY,939029,1,0,0,14.443661,-1.28,0,0.032110173,2.026005,5.5534544,80.384377,8.5299997,1413674,1908336,159,4.667417687,565.1741023617423,4.26608E-05
1001348,2010,The Bank of Clarendon,Commercial Bank,FDIC,1939,,NA,"Clarendon, SC",29102,SC,99128,1,0,0,23.980442,-1.28,0,0.039846696,12.26129,11.103404,80.056595,13.45,141321,189426,71,5.961803166,646.8965650677311,0.000339275
100135,2010,Associated Banc-Corp,Bank Holding Company,FED,1861,,NA,"Brown, WI",54301,WI,11250667,1,0,0,17.578854,-3.74,0,0.029091652,5.685318,2.6868184,69.887428,11.19,13846646,21785596,149,3.022476794,1101.99472,0.010398741
1001414,2010,First Federal Savings Bank,Commercial Bank,FDIC,1912,"Northeast Indiana Bancorp, Inc.",102517,"Huntington, IN",46750,IN,211963,1,0,0,13.313608,,0,0.033974566,6.6426406,,69.130089,9.1000004,154516,256486,98,3.332686837,755.5092771061201,0.000295779
1001419,2010,Buffalo Federal Bank,Commercial Bank,FED,1936,Crazy Woman Creek Bancorp Incorporated,102650,"Johnson, WY",82834,WY,61365,1,0,0,12.595389,,0,0.037191015,2.4414389,,90.643173,8.2600002,132614,154903,74,.5808402291534051,2525.565071576207,0.001674709
100144,2010,The Bank of New York Mellon Corporation,Bank Holding Company,FED,1784,,NA,"Bronx, NY",10286,NY,63502824,1,0,0,13.415746,-1.3,0,0.013026414,49.996559,22.796394,58.80587,5.7600002,16736286,30371980,159,3.285333333,327.1408063829498,0.002884979
1001440,2010,First Capital Bank,Commercial Bank,FDIC,1902,"F&M Bancshares, Inc.",1017069,"Kingfisher, OK",73750,OK,55510,1,0,1,8.1005716,-2.47,0,0.044928193,2.387723,5.9787693,88.273735,6.9699998,101758,121505,108,9.227541723,1874.623939470048,9.43718E-05
1001445,2010,The Southern Bank Company,Commercial Bank,FDIC,1936,"The Southern Banc Company, Inc.",102589,"Etowah, AL",35901,AL,103014,1,0,0,39.0462,-0.83999997,0,0.023735842,10.131363,21.872028,73.550468,15.47,68929,97911,74,3.799209214,970.4375816803467,6.13696E-05
1001461,2010,Mutual Bank,Commercial Bank,FED,1889,North Easton Savings Bank,1010487,"Plymouth, MA",02382,MA,83202,1,0,0,15.881902,,0,0.027234029,2.2345541,,67.023819,8.4200001,243419,372108,121,2.598708132,623.7937496554671,4.11583E-05
1001465,2010,Clay County Savings Bank,Commercial Bank,FDIC,1922,CCSB Financial Corp.,4081336,"Clay, MO",64068,MO,71221,1,0,0,16.394972,,0,0.029077522,14.762293,,82.543144,11.27,77122,96707,88,0.546379293,1499.299061,5.71297E-05
1001477,2010,High Country Bank,Commercial Bank,FED,1886,"High Country Bancorp, Inc.",113605,"Chaffee, CO",81201,CO,104422,1,0,0,17.162315,-1.01,-1,0.044769265,11.287866,2.9390242,85.76062,11.39,153299,180682,124,1.188073693,2503.883353549273,0.000334957
1001480,2010,"First Federal Community Bank, National Association",Commercial Bank,OCC,1898,FFD Financial Corporation,102329,"Tuscarawas, OH",44622,OH,107049,1,0,0,11.259648,,0,0.036707073,7.4873648,,84.018845,8.9700003,164669,209115,112,4.433688287,420.5584051131249,1.21823E-05
1001498,2010,The Peoples Savings and Loan Company,Commercial Bank,FDIC,1888,,NA,"Crawford, OH",44820,OH,91174,1,0,0,37.900494,,0,0.028389292,23.144272,,83.417412,16.530001,111739,134593,122,1.753380315,549.5075256886602,1.03757E-05
1001500,2010,First National Bank of LaFollette,Commercial Bank,OCC,1904,"Community Trust Bancorp, Inc.",100405,"Campbell, TN",37766,TN,136961,1,0,0,13.757843,-0.38999999,0,0.037422746,17.514458,23.124426,89.464523,8.6599998,160013,193679,106,4.938651487,685.7361899564683,0.000159155
1001507,2010,KANZA Bank,Commercial Bank,FDIC,1905,KANZA Financial Corporation,1027713,"Kingman, KS",67068,KS,60944,1,0,0,11.961084,-1.51,0,0.041489914,2.4030366,0.69106764,79.685745,9.0600004,133682,184816,105,1.278479899,1842.306979505032,0.000125186
1001508,2010,MBL Bank,Commercial Bank,FDIC,1910,"Business First Bancshares, Inc.",4149828,"Webster, LA",71055,LA,44653,1,0,0,19.154625,,0,0.028669182,1.212275,,90.008453,9.3699999,212260,247269,100,6.161555675,1622.592700891207,0.000110186
1001515,2010,Crossroads Bank,Commercial Bank,FDIC,1920,FFW Corporation,102281,"Wabash, IN",46992,IN,212224,1,0,0,12.30802,,0,0.030278178,5.0967894,,86.069031,9.0600004,233397,325548,90,5.205141868,779.3811472322636,0.000296143
1001521,2010,Premier Bank,Commercial Bank,FDIC,1920,Premier Financial Corp.,102284,"Mahoning, OH",44503,OH,781183,1,0,0,12.836012,,0,0.035508312,10.715245,,77.779739,10.81,1496396,2029891,90,3.683219229,393.5026552,8.88996E-05
1001523,2010,Wayne Savings Community Bank,Commercial Bank,FDIC,1899,"Wayne Savings Bancshares, Inc.",1032030,"Wayne, OH",44691,OH,266084,1,0,0,14.207839,,0,0.03143923,3.681577,,78.542381,8.3299999,305054,409393,111,4.740850707,469.2321053450839,3.02807E-05
1001537,2010,Farmers and Merchants Bank,Commercial Bank,FDIC,1946,"Screven Bancshares, Inc.",1023315,"Screven, GA",30467,GA,76747,1,0,0,15.4477,-1.02,0,0.034821659,8.1941948,3.8722117,88.736183,11.9,105638,128713,64,4.17711992,800.8974906358363,3.26426E-05
1001545,2010,American Community Bank of Indiana,Commercial Bank,FDIC,1910,AMB Financial Corp.,102401,"Lake, IN",46373,IN,112875,1,0,0,13.716128,,0,0.03082826,11.592589,,83.682091,9.1199999,146767,180354,100,2.937374102,930.6472593350709,0.000157509
1001566,2010,American Savings Bank,Commercial Bank,FDIC,1889,"Valley Central, MHC",4318418,"Butler, OH",45042,OH,33762,1,0,1,25.155422,,-1,0.04043752,9.9489717,,81.443611,16.719999,30442,39221,121,1.724629418,641.2381134,3.8421595e-06
1001571,2010,Logansport Savings Bank,Commercial Bank,FDIC,1925,Logansport Financial Corp.,102569,"Cass, IN",46947,IN,95877,1,0,0,17.740723,,0,0.032444969,3.8319552,,73.911232,12.71,105618,151364,85,3.258845438,822.1058061753397,0.000133789
1001579,2010,Riverview Bank,Commercial Bank,OCC,1923,"Riverview Bancorp, Inc.",1032031,"Clark, WA",98660,WA,293821,1,0,0,13.12599,,-1,0.043999337,5.8504848,,84.54422,11.38,642913,825717,87,0.768504786,3781.415709789748,0.000556863
1001600,2010,"Santander Bank, National Association",Commercial Bank,OCC,1857,"Banco Santander, S.A.",113983,"Suffolk, MA",02109,MA,22136919,1,1,1,13.552173,,-2,0.025007894,4.044261,,58.761623,11.43,16736286,30371980,153,10.01195151,633.5752841948334,0.010950663
1001609,2010,First Savings Bank,Commercial Bank,FED,1937,"First Savings Financial Group, Inc.",4208938,"Clark, IN",47130,IN,206120,1,0,0,11.75969,,0,0.03882324,3.056684,,73.3022,7.9699998,338404,514769,73,3.484057796,758.7314438826945,0.000287625
100161,2010,Bank of Hawaii Corporation,Bank Holding Company,FED,1897,,NA,"Honolulu, HI",96813,HI,15017398,1,0,0,18.28195,-2.75,0,0.031781647,6.4994268,9.6123533,75.13311,7.1500001,8595348,13161967,113,0.411072139,7771.015930913659,0.019302305
1001613,2010,First National Bank,Commercial Bank,OCC,1888,Peoples Bancorp Inc.,100532,"Greenbrier, WV",24970,WV,98353,1,0,0,15.065791,-2.1600001,-1,0.031674121,7.7097125,3.9583418,86.899544,9.5,211736,260907,122,4.356320263,327.8403624437471,0.000323321
1001615,2010,The Equitable Savings and Loan Company,Commercial Bank,FDIC,1873,,NA,"Harrison, OH",43907,OH,15000,1,0,0,40.339329,,0,0.029207231,13.760652,,60.75568,21.33,9114,14368,137,4.29311621,371.8104542,1.7070195e-06
1001626,2010,Edgewater Bank,Commercial Bank,FDIC,1910,United Federal Credit Union,107844,"Berrien, MI",49085,MI,156122,1,0,0,11.382295,,0,0.032309175,7.1011233,,82.609337,7.54,120284,149586,100,5.461366214,869.2342923798626,0.000185852
100163,2010,"BancorpSouth, Inc.",Bank Holding Company,FED,1982,Cadence Bank,1011415,"Lee, MS",38804,MS,5217675,1,0,0,10.60754,-2.0899999,0,0.032707848,2.4451499,4.2164764,83.586044,8.0699997,9532043,13631835,28,3.628219485,1159.255763215981,0.008358339
1001692,2010,Cornerstone Bank,Commercial Bank,FED,1897,,NA,"Page, IA",51632,IA,28387,1,0,0,25.736425,,0,0.031568468,18.837116,,85.517799,13.14,28451,38171,113,-1.627405143,1548.602610002515,5.4281E-05
1001714,2010,"Heritage Bank USA, Inc.",Commercial Bank,FDIC,1879,First Financial Corporation,100502,"Christian, KY",42240,KY,203016,1,0,0,15.365332,,-1,0.029410018,4.8792992,,77.986237,9.3699999,615812,1060659,131,0.075978604,946.4253952621868,0.000466606
100173,2010,Cathay General Bancorp,Bank Holding Company,FED,1962,,NA,"Los Angeles, CA",90012,CA,1780898,1,0,0,15.371172,-3.5699999,0,0.027683983,4.2001348,28.22308,64.727425,11.44,3312053,10801986,48,3.795871838,3692.809630465436,0.000370403
100175,2010,"Citizens Republic Bancorp, Inc.",Bank Holding Company,FED,1871,Huntington Bancshares Incorporated,100307,"Genesee, MI",48502,MI,4501409,1,1,1,12.107564,-4.73,0,0.033368781,6.9451432,2.2988522,77.54129,7.71,6567948,9965752,139,3.316447146,721.7690154236057,0.005358608
1001753,2010,ABC Bank,Commercial Bank,FDIC,1891,"Old Second Bancorp, Inc.",100625,"Cook, IL",60707,IL,149750,1,0,0,11.981234,-1.72,0,0.040510889,1.8219882,2.293474,81.39505,9.7200003,202669,308090,119,1.440822537,972.0231006,4.27165E-05
100176,2010,"Capitol Bancorp, Ltd.",Bank Holding Company,FED,1988,,NA,"Ingham, MI",48933,MI,1024444,1,0,0,4.5230041,-5.2800002,0,0.031213075,19.185564,1.5119282,91.43084,3.1600001,2283807,3540183,22,5.538742828,762.3613525733998,0.001219528
1001770,2010,First Community Bank of Cullman,Commercial Bank,FDIC,1905,"Southern Community Bancshares, Inc.",107378,"Cullman, AL",35055,AL,68314,1,0,0,17.775673,,0,0.029471722,23.061682,,89.658684,10.11,52764,68676,105,2.069611154,1021.796098126796,4.06974E-05
1001776,2010,Home Savings Bank of Wapakoneta,Commercial Bank,FDIC,1941,,NA,"Auglaize, OH",45895,OH,20986,1,0,0,21.475256,,0,0.026330642,29.763975,,85.9711,10.39,29322,35434,69,4.878625007,640.0267850294362,2.3882340e-06
1001779,2010,Opportunity Bank of Montana,Commercial Bank,FED,1922,"Eagle Bancorp Montana, Inc.",4053493,"Lewis and Clark, MT",59601,MT,145317,1,0,0,19.244192,,0,0.032141656,2.07915,,64.497063,12.96,198528,318123,88,5.27933181,2969.431574968885,0.000992623
100183,2010,West Coast Bancorp,Bank Holding Company,FED,1982,"Columbia Banking System, Inc.",4047103,"Clackamas, OR",97035,OR,1255423,1,0,0,17.473717,-2.6099999,0,0.0344368,8.9988155,16.218998,78.849068,13.02,1828298,2461059,28,1.806227874,3783.054043178287,0.013595862
100184,2010,"Commerce Bancshares, Inc.",Bank Holding Company,FED,1865,,NA,"Jackson, MO",64106,MO,11441902,1,0,0,14.381066,-2.0799999,0,0.034917302,3.0326147,18.866657,81.459244,10.17,13807176,18520044,145,0.984208795,1514.255282569669,0.009178091
1001840,2010,First Credit Bank,Commercial Bank,FDIC,1983,,NA,"Los Angeles, CA",90069,CA,219119,1,0,0,31.370577,-5.4400001,0,0.055387456,20.447542,24.761944,73.8535,23.41,212762,491278,27,3.795871838,3703.710126277929,4.55738E-05
1001849,2010,"Pulaski Bank, National Association",Commercial Bank,OCC,1922,First Busey Corporation,100703,"St. Louis, MO",63141,MO,203491,1,0,0,11.11015,,0,0.033763297,1.2959771,,78.763275,9.0500002,933973,1466563,88,5.318503143,1164.212410566386,0.00016323
100185,2010,"Community Bank System, Inc.",Bank Holding Company,FED,1866,,NA,"Onondaga, NY",13214,NY,1680689,1,0,0,13.490375,-1.41,0,0.033370152,5.3846855,20.69906,72.257172,8.2299995,3746423,5444506,144,2.319653327,465.9565223646278,7.63549E-05
1001858,2010,First State Bank of Blakely,Commercial Bank,FDIC,1903,"First State Bancshares of Blakely, Inc.",1020429,"Early, GA",39823,GA,101144,1,0,0,15.759315,-1.48,0,0.034523856,21.575169,16.792959,81.727623,11.03,176850,321343,107,3.464750971,1107.763444377653,4.30194E-05
100186,2010,"BBVA USA Bancshares, Inc.",Bank Holding Company,FED,1964,,NA,"Harris, TX",77056,TX,17300736,1,0,0,11.819603,-2.74,0,0.037009403,6.8918009,0.33214623,71.695633,8.9200001,16736286,30371980,46,4.252915122,1971.045002394584,0.005579125
1001875,2010,"First Clover Leaf Bank, National Association",Commercial Bank,OCC,1921,"First Mid Bancshares, Inc.",100764,"Madison, IL",62025,IL,90154,1,0,0,15.693713,,0,0.028791493,5.6677589,,79.193924,10.5,378205,574510,89,3.257511935,1119.620481763329,2.57166E-05
