"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Kim Sery","$0","HAS Bank"," Sery Kim ","No Revolving Door Profiles","Non Former Members of Congress"
