"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Fifth Third Bancorp","$920000",""," Danielle English ","Revolving Door Profiles","Non Former Members of Congress"
"Fifth Third Bancorp","$920000",""," Eric Rizzo ","No Revolving Door Profiles","Non Former Members of Congress"
"Fifth Third Bancorp","$920000",""," Thomas J Ruebel ","No Revolving Door Profiles","Non Former Members of Congress"
