"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"BB&T Corp","$1116245",""," John Hardage ","Revolving Door Profiles","Non Former Members of Congress"
"BB&T Corp","$1116245",""," Mary Wasaff ","No Revolving Door Profiles","Non Former Members of Congress"
"SunTrust Banks","$1118500",""," Mark Oesterle ","Revolving Door Profiles","Non Former Members of Congress"
