"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Liberty International Group","$60000","Doral Financial"," Connie IV Mack ","Revolving Door Profiles","Former Members of Congress"
