"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Jones Walker LLP","$40000","Crescent Bank & Trust"," Rolf Christian Johnsen ","No Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker LLP","$40000","Crescent Bank & Trust"," Larry Lavender ","Revolving Door Profiles","Non Former Members of Congress"
