"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Alston & Bird","$0","AB Ukio Bankas"," Jonathan M Winer ","Revolving Door Profiles","Non Former Members of Congress"
