"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Abigail Fox Bresett ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Chris Cole ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Ronald K Ence ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Camden Fine ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Anne M Grochala ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Tony Jackson ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Erin J Kanoy Siefring ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Paul G Merski ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Robert Rowe ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Mark K Scanlan ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Karen M Thomas ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Stephen J Verdier ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$1580147",""," Viveca Y Ware ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$40000","Independent Bankers Assn of Texas"," James W Wise ","No Revolving Door Profiles","Non Former Members of Congress"
"Roth Group","$120000","Independent Community Bankers of America"," Josh Faber ","No Revolving Door Profiles","Non Former Members of Congress"
"Roth Group","$120000","Independent Community Bankers of America"," Toby Roth ","Revolving Door Profiles","Former Members of Congress"
"Timothy R Rupli & Assoc","$300000","Independent Community Bankers of America"," Timothy R Rupli ","Revolving Door Profiles","Non Former Members of Congress"
