"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Akin Gump et al","$20000","Nexxar Group"," Christine F Hesse ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$20000","Nexxar Group"," B Alexander ""Sandy"" Kress ","Revolving Door Profiles","Non Former Members of Congress"
