"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Tew Cardenas LLP","$20000","Israel Discount Bank of New York"," Alberto Cardenas ","Revolving Door Profiles","Non Former Members of Congress"
"Tew Cardenas LLP","$20000","Israel Discount Bank of New York"," Dennis K Hays ","Revolving Door Profiles","Non Former Members of Congress"
"Tew Cardenas LLP","$20000","Israel Discount Bank of New York"," Andrew Siff ","Revolving Door Profiles","Non Former Members of Congress"
