"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Patton Boggs LLP","$20000","London International Bank"," Robert Kapla ","Revolving Door Profiles","Non Former Members of Congress"
"Patton Boggs LLP","$20000","London International Bank"," Daniel E Waltz ","No Revolving Door Profiles","Non Former Members of Congress"
