"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Arnold & Porter","$10000","M&T Bank"," Dwight Fettig ","Revolving Door Profiles","Non Former Members of Congress"
