"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Qorvis Communications","$30000","Cedel International"," Matthew Jay Lauer ","Revolving Door Profiles","Non Former Members of Congress"
