"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Akerman Senterfitt & Eidson","$0","Florida Bankers Assn"," Thomas Cardwell ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Wayne Abernathy ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Rodrigo Javier Alba ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," James Ballentine ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Vincent Barnes ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Sepideh Behram ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," John Blanchfield ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Lisa J Bleier ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Peter Blockin ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Peter L Blocklin ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," William H Boger ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," James Chessen ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," James Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Kenneth Clayton ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Dionne M Davies ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Robert R Davis ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Kerry Early ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Nessa Feddis ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Donna J Fisher ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Peter Garuccio ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Charles Gilman ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," William Douglas Johnson ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Stephen Kenneally ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Diane Casey Landry ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Keith Leggett ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$8380000",""," Deanne Marino ","No Revolving Door Profiles","Non Former Members of Congress"
