"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Jones Walker et al","$20000","Colonial Bancgroup"," Palmer C Hamilton ","No Revolving Door Profiles","Non Former Members of Congress"
"Miller Hamilton et al","$30000","Colonial Bancgroup"," Palmer C Hamilton ","No Revolving Door Profiles","Non Former Members of Congress"
