"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Greenberg Traurig LLP","$60000","Bac International Bank"," Regina Vargo ","Revolving Door Profiles","Non Former Members of Congress"
