"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Popular Inc","$390000",""," Catherine Wojtasik ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Jeffrey J Connaughton ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Bonnie Hogue Duffy ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Allison H Giles ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Elizabeth Hogan ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," David Hoppe ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Michael Hussey ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Kevin D Kayes ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Marc Lampkin ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Dave Lugar ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Chris McCannell ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Harriet James Melvin ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Manuel Ortiz ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$180000","Popular Inc"," Jack M Quinn ","Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$0","Popular Inc"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
