"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Avenue Solutions","$100000","Citigroup Management Corp"," Tracy B Spicer ","Revolving Door Profiles","Non Former Members of Congress"
"Avenue Solutions","$100000","Citigroup Management Corp"," Amy Tejral ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$260000","Citigroup Management Corp"," Robert E Barnett ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$260000","Citigroup Management Corp"," Sujey Kallumadanda ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$260000","Citigroup Management Corp"," Raymond Natter ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$260000","Citigroup Management Corp"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"BGR Group","$110000","Primerica Financial Services"," Brant Imperatore ","Revolving Door Profiles","Non Former Members of Congress"
"BGR Group","$110000","Primerica Financial Services"," Daniel Murphy ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Management Corp"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Management Corp"," Adam J Wojciak ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," James Dennis ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Richard Grafmeyer ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Chris L Javens ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," William McKenney ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Lawrence G Willcox ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Michael P Andrews ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Christine Burgeson ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Nicholas Calio ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Robert Getzoff ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Laura Lane ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Jeffrey R Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," James 'Jimmy' Ryan ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Robert Schellhas ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Paul Thornell ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Heather K Wingate ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5520000",""," Maura Solomon Woosley ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$200000","Citigroup Management Corp"," J Patrick Cave ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$200000","Citigroup Management Corp"," Ben Dupuy ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$200000","Citigroup Management Corp"," Alex Sternhell ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Strategies","$140000","Citigroup Management Corp"," Robert Cogorno ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Strategies","$140000","Citigroup Management Corp"," Steven Elmendorf ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Strategies","$140000","Citigroup Management Corp"," James Houton ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Strategies","$140000","Citigroup Management Corp"," Kristina Kennedy ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Strategies","$140000","Citigroup Management Corp"," Shanti Ochs Stanton ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Holly Bode ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Tara Bradshaw ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," John L Doney ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Donna Steele Flynn ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," LaBrenda Garrett-Nelson ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Gary Gasper ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Bruce A Gates ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Francis Grab ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Will Heyniger ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Dave Koshgarian ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Richard J Meltzer ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Jeff Petrich ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Anne Phelps ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," John D Porter ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Kurt Ritterpusch ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Robert M Rozen ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Amy Swonger ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Management Corp"," Tim Urban ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Julie Dammann ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," John Green ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," G Stewart Hall ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Thomas R Hebert ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Drew Maloney ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Andrew M Rosenberg ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Gordon Taylor ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Jimmy Williams ","Revolving Door Profiles","Non Former Members of Congress"
"Primerica Life Insurance","$1140000",""," Suzanne Loomis ","No Revolving Door Profiles","Non Former Members of Congress"
"Roberti Assoc Global","$75000","Citigroup Management Corp"," Vincent Roberti ","No Revolving Door Profiles","Non Former Members of Congress"
