"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Brownstein Hyatt et al","$160000","Electronic Payments Coalition"," Ellen Chube ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$160000","Electronic Payments Coalition"," Alexander Dahl ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$160000","Electronic Payments Coalition"," Makan Delrahim ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$160000","Electronic Payments Coalition"," Allen Paul Grunes ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$160000","Electronic Payments Coalition"," Regina Mahony ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$160000","Electronic Payments Coalition"," William E Moschella ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle & Geduldig","$40000","Electronic Payments Coalition"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle & Geduldig","$40000","Electronic Payments Coalition"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle & Geduldig","$40000","Electronic Payments Coalition"," Gary R Lytle ","No Revolving Door Profiles","Non Former Members of Congress"
"Johnson Madigan et al","$285000","Electronic Payments Coalition"," Drew Cantor ","Revolving Door Profiles","Non Former Members of Congress"
"Johnson Madigan et al","$285000","Electronic Payments Coalition"," Janet Mullins Grissom ","Revolving Door Profiles","Non Former Members of Congress"
"Johnson Madigan et al","$285000","Electronic Payments Coalition"," J Jonathon Jones ","Revolving Door Profiles","Non Former Members of Congress"
"Johnson Madigan et al","$285000","Electronic Payments Coalition"," Cristina Krasow ","Revolving Door Profiles","Non Former Members of Congress"
"Johnson Madigan et al","$285000","Electronic Payments Coalition"," Tanya L Lombard ","Revolving Door Profiles","Non Former Members of Congress"
"Johnson Madigan et al","$285000","Electronic Payments Coalition"," Peter Madigan ","Revolving Door Profiles","Non Former Members of Congress"
"Johnson Madigan et al","$285000","Electronic Payments Coalition"," Sean J Richardson ","Revolving Door Profiles","Non Former Members of Congress"
