"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Dutko Worldwide","$0","Centrix Financial"," Mary Clare Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
