"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"MJ Simon & Co","$0","American Bank Note Holographics"," Marsha Simon ","Revolving Door Profiles","Non Former Members of Congress"
