"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Angus & Nickerson","$40000","Citigroup Management Corp"," Barbara M Angus ","Revolving Door Profiles","Non Former Members of Congress"
"Angus & Nickerson","$40000","Citigroup Management Corp"," Gregory Nickerson ","Revolving Door Profiles","Non Former Members of Congress"
"Arent Fox LLP","$40000","ACC Capital Holdings"," Weldon J Rougeau ","Revolving Door Profiles","Non Former Members of Congress"
"Avenue Solutions","$240000","Citigroup Management Corp"," Tracy B Spicer ","Revolving Door Profiles","Non Former Members of Congress"
"Avenue Solutions","$240000","Citigroup Management Corp"," Lauraine D Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Avenue Solutions","$240000","Citigroup Management Corp"," Amy Tejral ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$320000","Citigroup Management Corp"," Robert E Barnett ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$320000","Citigroup Management Corp"," Sujey Kallumadanda ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$320000","Citigroup Management Corp"," Raymond Natter ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$320000","Citigroup Management Corp"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Management Corp"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," James Dennis ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Richard Grafmeyer ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," William McKenney ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Lawrence G Willcox ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Michael P Andrews ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Christine Burgeson ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Nicholas Calio ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Robert Getzoff ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Laura Lane ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Jeffrey R Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Penelope Naas ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," James 'Jimmy' Ryan ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Robert Schellhas ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Paul Thornell ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Heather K Wingate ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$8180000",""," Maura Solomon Woosley ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$120000","Citigroup Management Corp"," J Patrick Cave ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$120000","Citigroup Management Corp"," Ben Dupuy ","Revolving Door Profiles","Non Former Members of Congress"
"Dewey Square Group","$40000","Citigroup Management Corp"," Stephanie J Markiewicz ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Tara Bradshaw ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," John L Doney ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Donna Steele Flynn ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," LaBrenda Garrett-Nelson ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Gary Gasper ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Bruce A Gates ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Francis Grab ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Will Heyniger ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Dave Koshgarian ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Richard J Meltzer ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Anne Phelps ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," John D Porter ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Kurt Ritterpusch ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Robert M Rozen ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$160000","Citigroup Management Corp"," Tim Urban ","Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$300000","Citigroup Management Corp"," Tara D Chapman ","Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$300000","Citigroup Management Corp"," John E Howell ","No Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$300000","Citigroup Management Corp"," John Loving ","Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$300000","Citigroup Management Corp"," George Marcou ","No Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$300000","Citigroup Management Corp"," Christopher A Ott ","No Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$300000","Citigroup Management Corp"," Michael Rishling ","Revolving Door Profiles","Non Former Members of Congress"
"King & Spalding","$20000","Citigroup Management Corp"," William Clarkson ","Revolving Door Profiles","Non Former Members of Congress"
"King & Spalding","$20000","Citigroup Management Corp"," Christopher A Ott ","No Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Julie Dammann ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," John Green ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," G Stewart Hall ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Thomas R Hebert ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Drew Maloney ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Andrew M Rosenberg ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Gordon Taylor ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$320000","Citigroup Management Corp"," Jimmy Williams ","Revolving Door Profiles","Non Former Members of Congress"
"Timmons & Co","$300000","Primerica Financial Services"," Michael J Bates ","Revolving Door Profiles","Non Former Members of Congress"
"Timmons & Co","$300000","Primerica Financial Services"," Bryce L Harlow ","Revolving Door Profiles","Non Former Members of Congress"
"Timmons & Co","$300000","Primerica Financial Services"," John J Kelliher ","Revolving Door Profiles","Non Former Members of Congress"
"Timmons & Co","$300000","Primerica Financial Services"," Ginger Loper ","Revolving Door Profiles","Non Former Members of Congress"
"Timmons & Co","$300000","Primerica Financial Services"," Daniel Shapiro ","Revolving Door Profiles","Non Former Members of Congress"
"Timmons & Co","$300000","Primerica Financial Services"," Richard J Tarplin ","Revolving Door Profiles","Non Former Members of Congress"
"Timmons & Co","$300000","Primerica Financial Services"," William E Jr Timmons ","Revolving Door Profiles","Non Former Members of Congress"
"Timmons & Co","$300000","Primerica Financial Services"," William E Sr Timmons ","Revolving Door Profiles","Non Former Members of Congress"
