"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Russ Reid Co","$20000","Scholarpoint Financial"," Albert Clayton Boothby ","Revolving Door Profiles","Non Former Members of Congress"
"Russ Reid Co","$20000","Scholarpoint Financial"," Mark D McIntyre ","Revolving Door Profiles","Non Former Members of Congress"
"Russ Reid Co","$20000","Scholarpoint Financial"," John Pickel ","No Revolving Door Profiles","Non Former Members of Congress"
