"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Abigail Fox Bresett ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Chris Cole ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Denyette Depierro ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Ronald K Ence ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Camden Fine ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Anne M Grochala ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," William Ike Jones ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Jason Kratovil ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Paul G Merski ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Robert Rowe ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Mark K Scanlan ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Karen M Thomas ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Stephen J Verdier ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$3428985",""," Viveca Y Ware ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$38000","Independent Bankers Assn of Texas"," Vergil Cabasco ","Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$38000","Independent Bankers Assn of Texas"," Gordon Kenny ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$38000","Independent Bankers Assn of Texas"," Bryan Vickers ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$38000","Independent Bankers Assn of Texas"," Amanda Marjorie Waters ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$38000","Independent Bankers Assn of Texas"," James W Wise ","No Revolving Door Profiles","Non Former Members of Congress"
"Sheffield Brothers","$160000","Independent Community Bankers of America"," Joi E Sheffield ","Revolving Door Profiles","Non Former Members of Congress"
"Timothy R Rupli & Assoc","$360000","Independent Community Bankers of America"," Timothy R Rupli ","Revolving Door Profiles","Non Former Members of Congress"
