"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Liberty Square DC","$20000","International Bank of Chicago"," Tracy B Spicer ","Revolving Door Profiles","Non Former Members of Congress"
