"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Angus & Nickerson","$100000","HSBC Holdings"," Barbara M Angus ","Revolving Door Profiles","Non Former Members of Congress"
"Angus & Nickerson","$100000","HSBC Holdings"," Gregory Nickerson ","Revolving Door Profiles","Non Former Members of Congress"
"Bill Lynch Assoc","$120000","HSBC Finance Corp"," Bill Lynch ","No Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$130000","HSBC Holdings"," Gary Andres ","Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$130000","HSBC Holdings"," Cartier Esham ","No Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$130000","HSBC Holdings"," Mary Clare Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$130000","HSBC Holdings"," Brett Heimov ","Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$130000","HSBC Holdings"," Laine Glisson Oliver ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$60000","HSBC North America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$60000","HSBC North America"," Tim Hanford ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$60000","HSBC North America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$60000","HSBC North America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"Heather Podesta & Partners","$100000","HSBC North America"," Anne Brewer ","Revolving Door Profiles","Non Former Members of Congress"
"Heather Podesta & Partners","$100000","HSBC North America"," Laura Joshua ","Revolving Door Profiles","Non Former Members of Congress"
"Heather Podesta & Partners","$100000","HSBC North America"," Heather Podesta ","Revolving Door Profiles","Non Former Members of Congress"
"Heather Podesta & Partners","$100000","HSBC North America"," Eric Rosen ","Revolving Door Profiles","Non Former Members of Congress"
"Heather Podesta & Partners","$100000","HSBC North America"," Stacy Stordahl ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$2640000",""," Monique Frazier ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$2640000",""," J Dennis O'Toole ","No Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$2640000",""," Thomas J Rosenkoetter ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$2640000",""," Janet G St Amand ","No Revolving Door Profiles","Non Former Members of Congress"
"McGlotten & Jarvis","$20000","HSBC Holdings"," John T Jarvis ","No Revolving Door Profiles","Non Former Members of Congress"
"McGlotten & Jarvis","$20000","HSBC Holdings"," Robert M McGlotten ","No Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$100000","HSBC Holdings"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$100000","HSBC Holdings"," Sarah E Dumont-Merchak ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$100000","HSBC Holdings"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$100000","HSBC Holdings"," Robert Hickmott ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$100000","HSBC Holdings"," James E Smith ","Revolving Door Profiles","Non Former Members of Congress"
