"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Coan & Lyons","$80000","State Street Development Co of Boston"," Carl AS Jr Coan ","No Revolving Door Profiles","Non Former Members of Congress"
"Coan & Lyons","$80000","State Street Development Co of Boston"," Raymond K James ","Revolving Door Profiles","Non Former Members of Congress"
