"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Calfee Halter & Griswold","$50000","KeyBank"," Christine F Hesse ","Revolving Door Profiles","Non Former Members of Congress"
