"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," Jay N III Cranford ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," Mike Freeman ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," Katie Mitchell ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," Michael Nielsen ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," Douglas Schwartz ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," John Stipicevic ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$70000","The Clearing House"," Juliane Carter Sullivan ","Revolving Door Profiles","Non Former Members of Congress"
"Clearing House Payments Co","$340000",""," Cara Camacho ","Revolving Door Profiles","Non Former Members of Congress"
"Clearing House Payments Co","$340000",""," Michael T Lee ","Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$100000","Clearing House Payments Co"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
"TG&C Group","$81000","Clearing House Payments Co"," David F Crane ","Revolving Door Profiles","Non Former Members of Congress"
