"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Squire Patton Boggs","$20000","Fenicia Bank"," Gassan Baloul ","No Revolving Door Profiles","Non Former Members of Congress"
"Squire Patton Boggs","$20000","Fenicia Bank"," Laura Klick ","Revolving Door Profiles","Non Former Members of Congress"
