"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Counsel","$160000","Amalgamated Bank"," De'ana Dow ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Amalgamated Bank"," Shannon Finley ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Amalgamated Bank"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Amalgamated Bank"," Drew Goesl ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Amalgamated Bank"," Ann Jablon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Amalgamated Bank"," David W Jones ","No Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Amalgamated Bank"," John D Raffaelli ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Amalgamated Bank"," Warren Tryon ","Revolving Door Profiles","Non Former Members of Congress"
"Groom Law Group","$30000","SEIU Local 775"," Michael Kreps ","Revolving Door Profiles","Non Former Members of Congress"
"Nueva Vista Group","$280000","Service Employees International Union"," Abby Lynne Bownas ","Revolving Door Profiles","Non Former Members of Congress"
"Nueva Vista Group","$280000","Service Employees International Union"," Irene Bueno ","Revolving Door Profiles","Non Former Members of Congress"
"Nueva Vista Group","$280000","Service Employees International Union"," Bonnie Hogue Duffy ","Revolving Door Profiles","Non Former Members of Congress"
"Nueva Vista Group","$280000","Service Employees International Union"," Andrea LaRue ","Revolving Door Profiles","Non Former Members of Congress"
"Nueva Vista Group","$280000","Service Employees International Union"," Jane Loewenson ","Revolving Door Profiles","Non Former Members of Congress"
"Nueva Vista Group","$280000","Service Employees International Union"," Charles M Loveless ","No Revolving Door Profiles","Non Former Members of Congress"
"Service Employees International Union","$470225",""," Jaya Chatterjee ","No Revolving Door Profiles","Non Former Members of Congress"
"Service Employees International Union","$470225",""," John Foti ","No Revolving Door Profiles","Non Former Members of Congress"
"Service Employees International Union","$470225",""," John Scott III Gray ","No Revolving Door Profiles","Non Former Members of Congress"
"Service Employees International Union","$470225",""," Ilene Stein ","No Revolving Door Profiles","Non Former Members of Congress"
