"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bose Public Affairs Group","$50000","Consumer Bankers Assn"," Harrison III Wadsworth ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Consumer Bankers Assn"," Jennifer Debes Bang ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Consumer Bankers Assn"," Joseph Eannello ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Consumer Bankers Assn"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Consumer Bankers Assn"," Ethan Pittleman ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Consumer Bankers Assn"," John D Raffaelli ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$160000","Consumer Bankers Assn"," Warren Tryon ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Ryan Blake ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Stephen Congdon ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Kristen Ruth Fallon ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Tiffany Haas ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Dong Hong ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Richard Hunt ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," David Pommerehn ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Jenna Stewart ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Anastasia Stull ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Samuel Whitfield ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$3680000",""," Steve Zeisel ","No Revolving Door Profiles","Non Former Members of Congress"
