"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Community Bankers Assn of Illinois","$220000",""," David Schroeder ","No Revolving Door Profiles","Non Former Members of Congress"
"Hollier & Assoc","$240000","Independent Community Bankers of America"," William Hollier ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," David ""Chip"" Bartlett ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Chris Cole ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Brian Cooney ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Camden Fine ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Joshua Habursky ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," John Hand ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Walter Haynie ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Stephen Keen ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," James A Keller ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Paul G Merski ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Amy Forester Roberti ","Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Rebeca Romero Rainey ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Mark K Scanlan ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Aaron Stetter ","No Revolving Door Profiles","Non Former Members of Congress"
"Independent Community Bankers of America","$4920000",""," Karen M Thomas ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$80000","Independent Bankers Assn of Texas"," Bryan Vickers ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$80000","Independent Bankers Assn of Texas"," Lauren Wilson ","No Revolving Door Profiles","Non Former Members of Congress"
"Pace LLP","$80000","Independent Bankers Assn of Texas"," James W Wise ","No Revolving Door Profiles","Non Former Members of Congress"
"Timothy R Rupli & Assoc","$720000","Independent Community Bankers of America"," Timothy R Rupli ","Revolving Door Profiles","Non Former Members of Congress"
