"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Mizuho Bank","$250000",""," Ryo Ishihara ","No Revolving Door Profiles","Non Former Members of Congress"
"Mizuho Bank","$250000",""," Eric G Rizzo ","Revolving Door Profiles","Non Former Members of Congress"
