"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Sullivan & Cromwell","$80000","Zions Bank"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
